image_id,n_car,n_bus,n_truck,n_objects,vehicle_area_ratio,vehicle_area_sum,overlap_ratio
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_036,5,0,4,9,0.010895061728395062,0.010925925925925926,0.0028248587570621764
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_037,2,0,5,7,0.016180555555555556,0.016226851851851853,0.0028530670470755526
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_038,2,0,2,4,0.005131172839506173,0.005131172839506173,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_039,0,0,3,3,0.0026080246913580247,0.0026080246913580247,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_040,7,0,4,11,0.11622685185185185,0.1165354938271605,0.0026484804343508417
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_041,1,0,1,2,0.0022530864197530865,0.0022530864197530865,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_042,0,0,2,2,0.0014429012345679012,0.0014429012345679012,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_043,1,0,4,5,0.03378086419753087,0.03378086419753087,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_044,0,0,2,2,0.002067901234567901,0.002067901234567901,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_045,2,0,0,2,0.017546296296296296,0.017546296296296296,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_046,3,0,4,7,0.009722222222222222,0.009722222222222222,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_047,1,0,2,3,0.03895061728395062,0.03898148148148148,0.0007917656373713777
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_048,2,0,1,3,0.005686728395061728,0.005686728395061728,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_049,4,0,0,4,0.025794753086419753,0.025794753086419753,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_050,4,0,4,8,0.037939814814814815,0.03803240740740741,0.002434570906877709
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_051,0,0,2,2,0.03776234567901235,0.03776234567901235,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_052,2,0,3,5,0.0189891975308642,0.0189891975308642,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_053,1,0,4,5,0.007554012345679012,0.007592592592592593,0.005081300813008172
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_054,1,0,1,2,0.01949074074074074,0.01949074074074074,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_055,3,0,5,8,0.011867283950617284,0.011898148148148149,0.0025940337224383825
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_056,0,0,3,3,0.0049614197530864195,0.005023148148148148,0.01228878648233489
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_057,3,0,0,3,0.029467592592592594,0.029467592592592594,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_058,2,0,1,3,0.016265432098765433,0.016265432098765433,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_059,3,0,3,6,0.020324074074074074,0.020324074074074074,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_060,0,0,3,3,0.008557098765432099,0.008557098765432099,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_061,2,0,3,5,0.019498456790123457,0.019537037037037037,0.001974723538704537
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_062,0,0,1,1,0.08470679012345679,0.08470679012345679,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_063,3,0,0,3,0.022584876543209877,0.022584876543209877,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_064,3,0,2,5,0.023564814814814816,0.023564814814814816,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_065,3,0,4,7,0.05654320987654321,0.05654320987654321,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_066,6,0,2,8,0.0072145061728395065,0.007253086419753086,0.005319148936170248
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_067,3,0,2,5,0.012361111111111111,0.01239969135802469,0.0031113876789048422
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_068,2,0,2,4,0.01618827160493827,0.01618827160493827,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_069,2,0,1,3,0.003410493827160494,0.003410493827160494,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_070,1,0,1,2,0.007445987654320987,0.007445987654320987,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_071,2,0,1,3,0.007006172839506173,0.007006172839506173,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_072,1,0,0,1,0.021728395061728394,0.021728395061728394,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_073,3,0,1,4,0.013317901234567902,0.013317901234567902,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_074,0,0,1,1,0.0008101851851851852,0.0008101851851851852,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_075,7,1,1,9,0.026589506172839505,0.026604938271604938,0.0005800464037123421
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_076,1,0,1,2,0.0016049382716049382,0.0016049382716049382,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_077,3,0,0,3,0.012175925925925925,0.012175925925925925,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_078,3,0,1,4,0.0026157407407407405,0.002654320987654321,0.014534883720930258
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_079,2,0,2,4,0.005578703703703704,0.005632716049382716,0.009589041095890427
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_080,4,1,0,5,0.005709876543209876,0.005709876543209876,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_081,1,0,1,2,0.0037962962962962963,0.0037962962962962963,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_082,0,0,1,1,0.001851851851851852,0.001851851851851852,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_083,1,0,0,1,0.0030015432098765434,0.0030015432098765434,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_084,2,0,0,2,0.00864969135802469,0.00864969135802469,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_085,3,0,2,5,0.009984567901234568,0.009984567901234568,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_086,2,0,2,4,0.007507716049382716,0.007507716049382716,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_087,3,0,0,3,0.005733024691358024,0.005733024691358024,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_088,1,0,0,1,0.002384259259259259,0.002384259259259259,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_089,2,1,2,5,0.024429012345679013,0.024429012345679013,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_090,1,0,2,3,0.033603395061728394,0.033603395061728394,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_091,2,0,2,4,0.008773148148148148,0.008773148148148148,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_092,1,0,3,4,0.06087191358024691,0.06087191358024691,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_093,2,0,4,6,0.02808641975308642,0.028132716049382715,0.001645639056500281
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_094,2,0,0,2,0.01672067901234568,0.01672067901234568,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_095,1,0,0,1,0.0006635802469135803,0.0006635802469135803,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_096,2,0,1,3,0.014861111111111111,0.014861111111111111,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_098,2,0,0,2,0.0033410493827160494,0.0033410493827160494,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_099,2,0,4,6,0.010895061728395062,0.010895061728395062,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_100,2,0,0,2,0.003425925925925926,0.003425925925925926,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_101,3,0,0,3,0.00595679012345679,0.00595679012345679,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_102,1,0,0,1,0.0016049382716049382,0.0016049382716049382,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_103,3,0,1,4,0.011682098765432098,0.011682098765432098,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_104,1,0,1,2,0.003472222222222222,0.003472222222222222,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_105,4,0,1,5,0.028117283950617283,0.028117283950617283,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_106,0,0,2,2,0.0033410493827160494,0.0033410493827160494,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_107,1,1,3,5,0.04752314814814815,0.04752314814814815,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_108,2,0,0,2,0.00867283950617284,0.00867283950617284,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_110,3,0,2,5,0.02316358024691358,0.02316358024691358,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_111,4,0,1,5,0.010262345679012345,0.010262345679012345,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_112,3,0,1,4,0.013510802469135802,0.013510802469135802,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_114,3,0,0,3,0.031967592592592596,0.031967592592592596,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_115,3,0,1,4,0.035069444444444445,0.035069444444444445,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_116,3,0,3,6,0.02183641975308642,0.02183641975308642,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_117,1,0,2,3,0.05050925925925926,0.05050925925925926,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_118,4,0,4,8,0.03384259259259259,0.03384259259259259,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_119,2,0,1,3,0.004375,0.004375,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_120,3,0,2,5,0.03959104938271605,0.03959104938271605,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_121,2,0,0,2,0.003171296296296296,0.003171296296296296,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_122,1,1,0,2,0.003942901234567901,0.003942901234567901,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_123,1,0,1,2,0.0204320987654321,0.0204320987654321,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_124,3,0,0,3,0.03128858024691358,0.03128858024691358,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_125,1,0,2,3,0.00779320987654321,0.00779320987654321,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_126,3,0,4,7,0.011149691358024691,0.011203703703703704,0.004820936639118423
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_127,3,0,2,5,0.004683641975308642,0.004683641975308642,0.0
Buan_daemog_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD_128,2,0,2,4,0.003587962962962963,0.003611111111111111,0.0064102564102563875
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_000,1,0,3,4,0.005540123456790123,0.005640432098765432,0.017783857729138153
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_001,1,0,4,5,0.04659722222222222,0.046697530864197534,0.002148050231328469
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_002,0,0,1,1,0.03166666666666667,0.03166666666666667,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_003,3,0,5,8,0.03027777777777778,0.030339506172839505,0.0020345879959308144
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_004,4,0,2,6,0.020200617283950617,0.020200617283950617,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_005,3,0,2,5,0.0210570987654321,0.021111111111111112,0.0025584795321637044
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_006,1,0,1,2,0.0032098765432098763,0.0032098765432098763,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_007,2,0,3,5,0.01664351851851852,0.01664351851851852,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_008,2,0,4,6,0.03669753086419753,0.036820987654320986,0.0033528918692372622
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_009,3,0,2,5,0.036604938271604937,0.036604938271604937,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_010,1,0,4,5,0.03209104938271605,0.03209876543209877,0.00024038461538467004
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_011,0,0,1,1,0.0008024691358024691,0.0008024691358024691,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_012,2,0,1,3,0.003294753086419753,0.003294753086419753,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_013,1,1,2,4,0.04006172839506173,0.040115740740740743,0.0013464127716869
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_014,3,0,2,5,0.021805555555555557,0.021805555555555557,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_015,2,0,1,3,0.05738425925925926,0.05738425925925926,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_016,0,0,1,1,0.004290123456790124,0.004290123456790124,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_017,1,0,2,3,0.012476851851851852,0.012476851851851852,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_018,1,0,3,4,0.005285493827160494,0.005285493827160494,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_019,1,0,4,5,0.03757716049382716,0.03757716049382716,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_020,1,0,4,5,0.009760802469135802,0.00982253086419753,0.00628436763550666
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_021,3,0,0,3,0.030185185185185186,0.030185185185185186,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_022,2,0,0,2,0.0015817901234567902,0.0015895061728395062,0.004854368932038833
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_023,1,0,2,3,0.03683641975308642,0.03683641975308642,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_024,3,0,1,4,0.0072608024691358025,0.0072608024691358025,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_025,2,0,2,4,0.004012345679012346,0.004012345679012346,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_026,0,0,5,5,0.04925154320987654,0.04925154320987654,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_027,1,0,1,2,0.0016203703703703703,0.0016203703703703703,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_028,2,2,1,5,0.10817901234567902,0.10829475308641975,0.001068756679729277
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_029,3,0,1,4,0.026890432098765432,0.026890432098765432,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_030,3,0,3,6,0.00525462962962963,0.005324074074074074,0.013043478260869601
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_031,1,0,3,4,0.008603395061728395,0.008603395061728395,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_033,1,0,1,2,0.007253086419753086,0.007253086419753086,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_034,2,0,4,6,0.05338734567901235,0.05340277777777778,0.00028897558156337766
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_035,3,0,4,7,0.06684413580246913,0.06695987654320988,0.0017285088730122355
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_036,1,0,2,3,0.0183179012345679,0.0183179012345679,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_037,0,0,3,3,0.012445987654320988,0.012445987654320988,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_038,4,0,0,4,0.015825617283950617,0.015825617283950617,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_039,3,0,2,5,0.02,0.020007716049382715,0.00038565368299270375
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_040,3,0,2,5,0.028287037037037038,0.028287037037037038,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_041,2,0,2,4,0.005169753086419753,0.005169753086419753,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_042,2,1,1,4,0.07949845679012346,0.07949845679012346,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_043,1,0,3,4,0.013256172839506173,0.013256172839506173,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_044,0,1,2,3,0.08826388888888889,0.08826388888888889,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_045,2,0,1,3,0.03693672839506173,0.03693672839506173,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_046,0,0,2,2,0.0009567901234567902,0.0009567901234567902,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_047,0,0,3,3,0.009035493827160493,0.009035493827160493,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_048,2,0,1,3,0.008140432098765433,0.008140432098765433,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_049,3,0,2,5,0.007924382716049382,0.00797067901234568,0.0058083252662148865
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_050,3,0,1,4,0.04197530864197531,0.04197530864197531,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_051,1,0,5,6,0.019166666666666665,0.019290123456790122,0.006399999999999961
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_052,2,0,5,7,0.021342592592592594,0.021381172839506173,0.0018044027426922238
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_053,4,0,4,8,0.035632716049382715,0.035632716049382715,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_054,0,0,2,2,0.007175925925925926,0.007175925925925926,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_055,3,1,1,5,0.0051234567901234564,0.0051234567901234564,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_056,0,0,1,1,0.0012885802469135802,0.0012885802469135802,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_057,0,0,3,3,0.006072530864197531,0.006103395061728395,0.005056890012642201
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_058,0,0,1,1,0.000625,0.000625,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_059,1,0,3,4,0.0055709876543209875,0.0055709876543209875,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_060,3,0,1,4,0.028449074074074075,0.028449074074074075,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_061,3,0,3,6,0.05809413580246914,0.05838734567901235,0.005021805206819052
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_062,1,1,3,5,0.12903549382716048,0.12903549382716048,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_063,3,0,1,4,0.03252314814814815,0.03252314814814815,0.0
Buan_daemog_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD_064,2,0,1,3,0.003719135802469136,0.0037885802469135805,0.018329938900203624
